<DATE>;"MT_250"
10.10.2026;0.27174962
11.10.2026;0.27174962
12.10.2026;0.27889528
13.10.2026;0.29318661
14.10.2026;0.27889528
15.10.2026;0.30390511
16.10.2026;0.27532245
17.10.2026;0.26817678
18.10.2026;0.26817678
19.10.2026;0.27532245
20.10.2026;0.25384973
21.10.2026;0.27532245
22.10.2026;0.23598557
23.10.2026;0.27532245
24.10.2026;0.27532245
25.10.2026;0.25384973
26.10.2026;0.26460395
27.10.2026;0.26460395
28.10.2026;0.26460395
29.10.2026;0.26817678
30.10.2026;0.25384973
31.10.2026;0.24313123
01.11.2026;0.23241273
02.11.2026;0.44792597
03.11.2026;0.44792597
04.11.2026;0.47661581
05.11.2026;0.48018865
06.11.2026;0.47300725
07.11.2026;0.53035121
08.11.2026;0.50526993
09.11.2026;0.44792597
10.11.2026;0.42191575
11.11.2026;0.41119726
12.11.2026;0.4945157
13.11.2026;0.53035121
14.11.2026;0.51245132
15.11.2026;0.48376148
16.11.2026;0.52320555
17.11.2026;0.54828683
18.11.2026;0.55904105
19.11.2026;0.57336811
20.11.2026;0.58769517
21.11.2026;0.57336811
22.11.2026;0.63785773
23.11.2026;0.6271035
24.11.2026;0.60202222
25.11.2026;0.56261388
26.11.2026;0.63071207
27.11.2026;0.59844939
28.11.2026;0.58769517
29.11.2026;0.58051377
30.11.2026;0.63785773
01.12.2026;0.59487656
02.12.2026;0.54828683
03.12.2026;0.57336811
04.12.2026;0.58412233
05.12.2026;0.59487656
06.12.2026;0.55185966
07.12.2026;0.58769517
08.12.2026;0.56261388
09.12.2026;0.58051377
10.12.2026;0.60920362
11.12.2026;0.59844939
12.12.2026;0.59487656
13.12.2026;0.61277645
14.12.2026;0.591268
15.12.2026;0.60563078
16.12.2026;0.591268
17.12.2026;0.60563078
18.12.2026;0.60920362
19.12.2026;0.63071207
20.12.2026;0.6342849
21.12.2026;0.60920362
22.12.2026;0.59487656
23.12.2026;0.60920362
24.12.2026;0.56979528
25.12.2026;0.59487656
26.12.2026;0.58769517
27.12.2026;0.58412233
28.12.2026;0.591268
29.12.2026;0.591268
30.12.2026;0.57694094
31.12.2026;0.60202222
01.01.2027;0.57694094
02.01.2027;0.58769517
03.01.2027;0.55904105
04.01.2027;0.53035121
05.01.2027;0.46943442
06.01.2027;0.43263425
07.01.2027;0.4586802
08.01.2027;0.41119726
09.01.2027;0.34324199
10.01.2027;0.27532245
11.01.2027;0.27889528
12.01.2027;0.27532245
13.01.2027;0.27889528
14.01.2027;0.27174962
15.01.2027;0.26817678
16.01.2027;0.28604094
17.01.2027;0.29318661
18.01.2027;0.25027689
19.01.2027;0.31823216
20.01.2027;0.27532245
21.01.2027;0.26099539
22.01.2027;0.26817678
23.01.2027;0.24313123
24.01.2027;0.26099539
25.01.2027;0.24670406
26.01.2027;0.24670406
27.01.2027;0.28246811
28.01.2027;0.27174962
29.01.2027;0.25384973
30.01.2027;0.26099539
31.01.2027;0.27174962
01.02.2027;0.26817678
02.02.2027;0.27532245
03.02.2027;0.25384973
04.02.2027;0.24670406
05.02.2027;0.25742256
06.02.2027;0.6271035
07.02.2027;0.46943442
08.02.2027;0.4586802
09.02.2027;0.43263425
10.02.2027;0.50526993
11.02.2027;0.50884276
12.02.2027;0.51602415
13.02.2027;0.43977991
14.02.2027;0.41477009
15.02.2027;0.40405159
16.02.2027;0.48737004
17.02.2027;0.52677838
18.02.2027;0.49812426
19.02.2027;0.48018865
20.02.2027;0.49812426
21.02.2027;0.54467827
22.02.2027;0.54467827
23.02.2027;0.54828683
24.02.2027;0.57694094
25.02.2027;0.59487656
26.02.2027;0.59844939
27.02.2027;0.60920362
28.02.2027;0.60920362
01.03.2027;0.591268
02.03.2027;0.59487656
03.03.2027;0.60563078
04.03.2027;0.61277645
05.03.2027;0.60563078
06.03.2027;0.59844939
07.03.2027;0.58412233
08.03.2027;0.54467827
09.03.2027;0.58412233
10.03.2027;0.58412233
11.03.2027;0.61995784
12.03.2027;0.53035121
13.03.2027;0.56618672
14.03.2027;0.56618672
15.03.2027;0.56618672
16.03.2027;0.55904105
17.03.2027;0.57336811
18.03.2027;0.591268
19.03.2027;0.56261388
20.03.2027;0.56979528
21.03.2027;0.58412233
22.03.2027;0.60202222
23.03.2027;0.57336811
24.03.2027;0.58769517
25.03.2027;0.61995784
26.03.2027;0.65936618
27.03.2027;0.60202222
28.03.2027;0.59487656
29.03.2027;0.61634928
30.03.2027;0.61995784
31.03.2027;0.61277645
01.04.2027;0.60920362
02.04.2027;0.61995784
03.04.2027;0.57694094
04.04.2027;0.59487656
05.04.2027;0.55904105
06.04.2027;0.57336811
07.04.2027;0.59487656
08.04.2027;0.57694094
09.04.2027;0.5375326
10.04.2027;0.55543249
11.04.2027;0.4586802
12.04.2027;0.42906142
13.04.2027;0.44338847
14.04.2027;0.3968702
15.04.2027;0.30747794
16.04.2027;0.27889528
17.04.2027;0.2395584
18.04.2027;0.28604094
19.04.2027;0.26099539
20.04.2027;0.26099539
21.04.2027;0.31465933
22.04.2027;0.26460395
23.04.2027;0.29675944
24.04.2027;0.29675944
25.04.2027;0.30747794
26.04.2027;0.26817678
27.04.2027;0.27889528
28.04.2027;0.26099539
29.04.2027;0.27532245
30.04.2027;0.26460395
01.05.2027;0.27174962
02.05.2027;0.27174962
03.05.2027;0.28246811
04.05.2027;0.26099539
05.05.2027;0.26099539
06.05.2027;0.27532245
07.05.2027;0.27174962
08.05.2027;0.25742256
09.05.2027;0.27532245
10.05.2027;0.24670406
11.05.2027;0.26099539
12.05.2027;0.25027689
13.05.2027;0.48376148
14.05.2027;0.39329737
15.05.2027;0.49094287
16.05.2027;0.50526993
17.05.2027;0.52320555
18.05.2027;0.53035121
19.05.2027;0.51602415
20.05.2027;0.42191575
21.05.2027;0.4586802
22.05.2027;0.43263425
23.05.2027;0.49812426
24.05.2027;0.51602415
25.05.2027;0.50884276
26.05.2027;0.51245132
27.05.2027;0.52677838
28.05.2027;0.54110543
29.05.2027;0.56261388
30.05.2027;0.591268
31.05.2027;0.58051377
01.06.2027;0.56618672
02.06.2027;0.63785773
03.06.2027;0.63785773
04.06.2027;0.57694094
05.06.2027;0.56979528
06.06.2027;0.58051377
07.06.2027;0.57336811
08.06.2027;0.57694094
09.06.2027;0.59487656
10.06.2027;0.63071207
11.06.2027;0.6342849
12.06.2027;0.56979528
13.06.2027;0.60563078
14.06.2027;0.58051377
15.06.2027;0.57694094
16.06.2027;0.54110543
17.06.2027;0.60563078
18.06.2027;0.58051377
19.06.2027;0.57694094
20.06.2027;0.58769517
21.06.2027;0.59844939
22.06.2027;0.6271035
23.06.2027;0.60920362
24.06.2027;0.67369324
25.06.2027;0.65936618
26.06.2027;0.69520169
27.06.2027;0.65218479
28.06.2027;0.61634928
29.06.2027;0.63785773
30.06.2027;0.64146629
01.07.2027;0.58769517
02.07.2027;0.60563078
03.07.2027;0.61634928
04.07.2027;0.63071207
05.07.2027;0.60563078
06.07.2027;0.60202222
07.07.2027;0.60202222
08.07.2027;0.58412233
09.07.2027;0.58769517
10.07.2027;0.58412233
11.07.2027;0.57336811
12.07.2027;0.54110543
13.07.2027;0.57336811
14.07.2027;0.55543249
15.07.2027;0.54828683
16.07.2027;0.51959698
17.07.2027;0.51602415
18.07.2027;0.5375326
19.07.2027;0.52320555
20.07.2027;0.47300725
21.07.2027;0.45510736
22.07.2027;0.40762442
23.07.2027;0.37543321
24.07.2027;0.27532245
25.07.2027;0.28246811
26.07.2027;0.26817678
27.07.2027;0.27532245
28.07.2027;0.3110865
29.07.2027;0.28961378
30.07.2027;0.29675944
31.07.2027;0.28961378
01.08.2027;0.26460395
02.08.2027;0.28246811
03.08.2027;0.26817678
04.08.2027;0.24670406
05.08.2027;0.24670406
06.08.2027;0.24313123
07.08.2027;0.28246811
08.08.2027;0.27532245
09.08.2027;0.26460395
10.08.2027;0.27174962
11.08.2027;0.26817678
12.08.2027;0.26817678
13.08.2027;0.26460395
14.08.2027;0.25027689
15.08.2027;0.24670406
16.08.2027;0.25384973
17.08.2027;0.4586802
18.08.2027;0.44792597
19.08.2027;0.50526993
20.08.2027;0.49094287
21.08.2027;0.52320555
22.08.2027;0.53395977
23.08.2027;0.49094287
24.08.2027;0.46228876
25.08.2027;0.40762442
26.08.2027;0.42191575
27.08.2027;0.48737004
28.08.2027;0.48376148
29.08.2027;0.5016971
30.08.2027;0.55543249
31.08.2027;0.59487656
01.09.2027;0.591268
02.09.2027;0.56979528
03.09.2027;0.61995784
04.09.2027;0.67369324
05.09.2027;0.66654757
06.09.2027;0.6342849
07.09.2027;0.60920362
08.09.2027;0.65579335
09.09.2027;0.61634928
10.09.2027;0.57694094
11.09.2027;0.58412233
12.09.2027;0.6773018
13.09.2027;0.62353067
14.09.2027;0.6342849
15.09.2027;0.65218479
16.09.2027;0.6271035
17.09.2027;0.63785773
18.09.2027;0.64503912
19.09.2027;0.61995784
20.09.2027;0.591268
21.09.2027;0.56261388
22.09.2027;0.52677838
23.09.2027;0.58051377
24.09.2027;0.56261388
25.09.2027;0.61634928
26.09.2027;0.60920362
27.09.2027;0.60202222
28.09.2027;0.59487656
29.09.2027;0.58769517
30.09.2027;0.58412233
01.10.2027;0.58412233
02.10.2027;0.6773018
03.10.2027;0.6701204
04.10.2027;0.78119976
05.10.2027;0.65218479
06.10.2027;0.64861195
07.10.2027;0.64861195
08.10.2027;0.6342849
09.10.2027;0.63071207
10.10.2027;0.65936618
11.10.2027;0.61995784
12.10.2027;0.61634928
13.10.2027;0.61995784
14.10.2027;0.58051377
15.10.2027;0.57694094
16.10.2027;0.57694094
17.10.2027;0.57694094
18.10.2027;0.58051377
19.10.2027;0.55543249
20.10.2027;0.53035121
21.10.2027;0.53395977
22.10.2027;0.5375326
23.10.2027;0.52320555
24.10.2027;0.48376148
25.10.2027;0.4586802
26.10.2027;0.42906142
27.10.2027;0.40047876
28.10.2027;0.28961378
29.10.2027;0.28604094
30.10.2027;0.29675944
31.10.2027;0.31465933
01.11.2027;0.3110865
02.11.2027;0.30747794
03.11.2027;0.31465933
04.11.2027;0.27889528
05.11.2027;0.28246811
06.11.2027;0.28961378
07.11.2027;0.29318661
08.11.2027;0.28604094
09.11.2027;0.26460395
10.11.2027;0.27889528
11.11.2027;0.27532245
12.11.2027;0.30747794
13.11.2027;0.28604094
14.11.2027;0.28604094
15.11.2027;0.29318661
16.11.2027;0.27889528
17.11.2027;0.29675944
18.11.2027;0.27889528
19.11.2027;0.27174962
20.11.2027;0.25384973
21.11.2027;0.35399621
22.11.2027;0.42191575
23.11.2027;0.59487656
24.11.2027;0.5016971
25.11.2027;0.55543249
26.11.2027;0.54467827
27.11.2027;0.5375326
28.11.2027;0.48018865
29.11.2027;0.47300725
30.11.2027;0.51245132
01.12.2027;0.51959698
02.12.2027;0.58769517
03.12.2027;0.60202222
04.12.2027;0.60202222
05.12.2027;0.61277645
06.12.2027;0.60563078
07.12.2027;0.59844939
08.12.2027;0.61634928
09.12.2027;0.59844939
10.12.2027;0.63785773
11.12.2027;0.70952874
12.12.2027;0.69877452
13.12.2027;0.70238308
14.12.2027;0.66654757
15.12.2027;0.64503912
16.12.2027;0.6773018
17.12.2027;0.61995784
18.12.2027;0.61277645
19.12.2027;0.67369324
20.12.2027;0.64861195
21.12.2027;0.62353067
22.12.2027;0.62353067
23.12.2027;0.60563078
24.12.2027;0.67369324
25.12.2027;0.64146629
26.12.2027;0.65936618
27.12.2027;0.59844939
28.12.2027;0.60920362
29.12.2027;0.60202222
30.12.2027;0.70595591
31.12.2027;0.65579335
01.01.2028;0.6342849
02.01.2028;0.6701204
03.01.2028;0.74179142
04.01.2028;0.7238558
05.01.2028;0.64861195
06.01.2028;0.64146629
07.01.2028;0.61995784
08.01.2028;0.62353067
09.01.2028;0.60563078
10.01.2028;0.63071207
11.01.2028;0.62353067
12.01.2028;0.63071207
13.01.2028;0.62353067
14.01.2028;0.6271035
15.01.2028;0.59487656
16.01.2028;0.58769517
17.01.2028;0.60563078
18.01.2028;0.55904105
19.01.2028;0.56618672
20.01.2028;0.54828683
21.01.2028;0.55543249
22.01.2028;0.54467827
23.01.2028;0.5375326
24.01.2028;0.48376148
25.01.2028;0.4586802
26.01.2028;0.40762442
27.01.2028;0.42191575
28.01.2028;0.40405159
29.01.2028;0.36828754
30.01.2028;0.38257887
31.01.2028;0.3861517
01.02.2028;0.34681482
02.02.2028;0.35038765
03.02.2028;0.40405159
04.02.2028;0.36114188
05.02.2028;0.33966916
06.02.2028;0.26817678
07.02.2028;0.28961378
08.02.2028;0.27532245
09.02.2028;0.25027689
10.02.2028;0.26099539
11.02.2028;0.27174962
12.02.2028;0.23241273
13.02.2028;0.26460395
14.02.2028;0.23598557
15.02.2028;0.26099539
16.02.2028;0.24670406
17.02.2028;0.25384973
18.02.2028;0.25742256
19.02.2028;0.26817678
20.02.2028;0.25027689
21.02.2028;0.25742256
22.02.2028;0.26099539
23.02.2028;0.25742256
24.02.2028;0.25027689
25.02.2028;0.4586802
26.02.2028;0.43263425
27.02.2028;0.47661581
28.02.2028;0.46586159
29.02.2028;0.53035121
01.03.2028;0.51245132
02.03.2028;0.49094287
03.03.2028;0.45153453
04.03.2028;0.42906142
05.03.2028;0.40405159
06.03.2028;0.48018865
07.03.2028;0.49812426
08.03.2028;0.5016971
09.03.2028;0.51959698
10.03.2028;0.51245132
11.03.2028;0.54110543
12.03.2028;0.54828683
13.03.2028;0.55185966
14.03.2028;0.62353067
15.03.2028;0.58051377
16.03.2028;0.59844939
17.03.2028;0.60920362
18.03.2028;0.61634928
19.03.2028;0.6342849
20.03.2028;0.58051377
21.03.2028;0.61277645
22.03.2028;0.63071207
23.03.2028;0.7131373
24.03.2028;0.6701204
25.03.2028;0.69162885
26.03.2028;0.63785773
27.03.2028;0.63071207
28.03.2028;0.6342849
29.03.2028;0.65218479
30.03.2028;0.6342849
31.03.2028;0.64861195
01.04.2028;0.61995784
02.04.2028;0.64503912
03.04.2028;0.61277645
04.04.2028;0.62353067
05.04.2028;0.61995784
06.04.2028;0.61995784
07.04.2028;0.60563078
08.04.2028;0.64861195
09.04.2028;0.67369324
10.04.2028;0.65218479
11.04.2028;0.60563078
12.04.2028;0.60563078
13.04.2028;0.57694094
14.04.2028;0.58412233
15.04.2028;0.59844939
16.04.2028;0.6271035
17.04.2028;0.591268
18.04.2028;0.60920362
19.04.2028;0.64146629
20.04.2028;0.60920362
21.04.2028;0.591268
22.04.2028;0.59487656
23.04.2028;0.56979528
24.04.2028;0.55904105
25.04.2028;0.61995784
26.04.2028;0.62353067
27.04.2028;0.55185966
28.04.2028;0.56261388
29.04.2028;0.48018865
30.04.2028;0.46586159
01.05.2028;0.44792597
02.05.2028;0.48376148
03.05.2028;0.48018865
04.05.2028;0.40762442
05.05.2028;0.33252349
06.05.2028;0.30033227
07.05.2028;0.26817678
08.05.2028;0.27532245
09.05.2028;0.28961378
10.05.2028;0.27532245
11.05.2028;0.28246811
12.05.2028;0.28604094
13.05.2028;0.31465933
14.05.2028;0.26817678
15.05.2028;0.27532245
16.05.2028;0.25742256
17.05.2028;0.26817678
18.05.2028;0.27174962
19.05.2028;0.2395584
20.05.2028;0.25027689
21.05.2028;0.28604094
22.05.2028;0.27532245
23.05.2028;0.27174962
24.05.2028;0.26099539
25.05.2028;0.28604094
26.05.2028;0.27174962
27.05.2028;0.26817678
28.05.2028;0.26099539
29.05.2028;0.26817678
30.05.2028;0.25384973
31.05.2028;0.64503912
01.06.2028;0.48376148
02.06.2028;0.43263425
03.06.2028;0.41477009
04.06.2028;0.51245132
05.06.2028;0.54110543
06.06.2028;0.48376148
07.06.2028;0.47300725
08.06.2028;0.40405159
09.06.2028;0.43977991
10.06.2028;0.51602415
11.06.2028;0.52677838
12.06.2028;0.51245132
13.06.2028;0.5375326
14.06.2028;0.54110543
15.06.2028;0.55543249
16.06.2028;0.591268
17.06.2028;0.58051377
18.06.2028;0.59844939
19.06.2028;0.56979528
20.06.2028;0.6773018
21.06.2028;0.70952874
22.06.2028;0.68802029
23.06.2028;0.59487656
24.06.2028;0.6773018
25.06.2028;0.65579335
26.06.2028;0.61995784
27.06.2028;0.6342849
28.06.2028;0.6342849
29.06.2028;0.65936618
30.06.2028;0.64146629
01.07.2028;0.61277645
02.07.2028;0.63785773
03.07.2028;0.61277645
04.07.2028;0.62353067
05.07.2028;0.6271035
06.07.2028;0.63785773
07.07.2028;0.6271035
08.07.2028;0.63785773
09.07.2028;0.64861195
10.07.2028;0.65218479
11.07.2028;0.65936618
12.07.2028;0.61634928
13.07.2028;0.60920362
14.07.2028;0.69520169
15.07.2028;0.6773018
16.07.2028;0.64146629
17.07.2028;0.59844939
18.07.2028;0.62353067
19.07.2028;0.57694094
20.07.2028;0.6271035
21.07.2028;0.65218479
22.07.2028;0.64503912
23.07.2028;0.60920362
24.07.2028;0.59844939
25.07.2028;0.58412233
26.07.2028;0.56979528
27.07.2028;0.58412233
28.07.2028;0.57336811
29.07.2028;0.591268
30.07.2028;0.55904105
31.07.2028;0.57336811
01.08.2028;0.56261388
02.08.2028;0.55543249
03.08.2028;0.48376148
04.08.2028;0.46228876
05.08.2028;0.46586159
06.08.2028;0.48376148
07.08.2028;0.40762442
08.08.2028;0.38972453
09.08.2028;0.35399621
10.08.2028;0.36114188
11.08.2028;0.35399621
12.08.2028;0.37900604
13.08.2028;0.37900604
14.08.2028;0.35399621
15.08.2028;0.38257887
16.08.2028;0.36828754
17.08.2028;0.36471471
18.08.2028;0.35038765
19.08.2028;0.36471471
20.08.2028;0.37186037
21.08.2028;0.36471471
22.08.2028;0.37186037
23.08.2028;0.35038765
24.08.2028;0.37186037
25.08.2028;0.33609632
26.08.2028;0.32895066
27.08.2028;0.30033227
28.08.2028;0.27174962
29.08.2028;0.27532245
30.08.2028;0.28961378
31.08.2028;0.28246811
01.09.2028;0.29318661
02.09.2028;0.27532245
03.09.2028;0.26817678
04.09.2028;0.51602415
05.09.2028;0.41834292
06.09.2028;0.52320555
07.09.2028;0.49812426
08.09.2028;0.49094287
09.09.2028;0.57336811
10.09.2028;0.49812426
11.09.2028;0.48737004
12.09.2028;0.43263425
13.09.2028;0.43620708
14.09.2028;0.5375326
15.09.2028;0.56261388
16.09.2028;0.53035121
17.09.2028;0.54467827
18.09.2028;0.55185966
19.09.2028;0.56979528
20.09.2028;0.55185966
21.09.2028;0.57336811
22.09.2028;0.59844939
23.09.2028;0.57694094
24.09.2028;0.56979528
25.09.2028;0.58051377
26.09.2028;0.56261388
27.09.2028;0.56261388
28.09.2028;0.591268
29.09.2028;0.61277645
30.09.2028;0.61634928
01.10.2028;0.61634928
02.10.2028;0.591268
03.10.2028;0.59487656
04.10.2028;0.59487656
05.10.2028;0.591268
06.10.2028;0.57694094
07.10.2028;0.58412233
08.10.2028;0.55904105
09.10.2028;0.59487656
10.10.2028;0.57694094
11.10.2028;0.58769517
12.10.2028;0.57336811
13.10.2028;0.60563078
14.10.2028;0.60202222
15.10.2028;0.61995784
16.10.2028;0.60920362
17.10.2028;0.591268
18.10.2028;0.6271035
19.10.2028;0.6342849
20.10.2028;0.57336811
21.10.2028;0.6271035
22.10.2028;0.64146629
23.10.2028;0.61634928
24.10.2028;0.63785773
25.10.2028;0.65936618
26.10.2028;0.60920362
27.10.2028;0.64503912
28.10.2028;0.61634928
29.10.2028;0.591268
30.10.2028;0.57336811
31.10.2028;0.58051377
01.11.2028;0.57694094
02.11.2028;0.6342849
03.11.2028;0.61277645
04.11.2028;0.64146629
05.11.2028;0.58769517
06.11.2028;0.55543249
07.11.2028;0.4945157
08.11.2028;0.47300725
09.11.2028;0.43620708
10.11.2028;0.43620708
11.11.2028;0.34324199
12.11.2028;0.30033227
13.11.2028;0.28961378
14.11.2028;0.30747794
15.11.2028;0.28246811
16.11.2028;0.28246811
17.11.2028;0.3110865
18.11.2028;0.29675944
19.11.2028;0.27889528
20.11.2028;0.27889528
21.11.2028;0.3110865
22.11.2028;0.29675944
23.11.2028;0.25027689
24.11.2028;0.29675944
25.11.2028;0.27889528
26.11.2028;0.29318661
27.11.2028;0.25742256
28.11.2028;0.28604094
29.11.2028;0.27532245
30.11.2028;0.29318661
01.12.2028;0.29318661
02.12.2028;0.26099539
03.12.2028;0.27174962
04.12.2028;0.29318661
05.12.2028;0.27889528
06.12.2028;0.25742256
07.12.2028;0.26460395
08.12.2028;0.25742256
09.12.2028;0.51245132
10.12.2028;0.41119726
11.12.2028;0.50884276
12.12.2028;0.51245132
13.12.2028;0.54467827
14.12.2028;0.5375326
15.12.2028;0.53395977
16.12.2028;0.45153453
17.12.2028;0.38972453
18.12.2028;0.43263425
19.12.2028;0.52320555
20.12.2028;0.53035121
21.12.2028;0.49812426
22.12.2028;0.54467827
23.12.2028;0.61995784
24.12.2028;0.62353067
25.12.2028;0.60563078
26.12.2028;0.61634928
27.12.2028;0.62353067
28.12.2028;0.60920362
29.12.2028;0.65218479
30.12.2028;0.65579335
31.12.2028;0.6342849
01.01.2029;0.61277645
02.01.2029;0.67369324
03.01.2029;0.61277645
04.01.2029;0.61634928
05.01.2029;0.6342849
06.01.2029;0.63071207
07.01.2029;0.60202222
08.01.2029;0.6271035
09.01.2029;0.56979528
10.01.2029;0.59487656
11.01.2029;0.64861195
12.01.2029;0.58051377
13.01.2029;0.61995784
14.01.2029;0.60202222
15.01.2029;0.58769517
16.01.2029;0.6342849
17.01.2029;0.67369324
18.01.2029;0.65218479
19.01.2029;0.64503912
20.01.2029;0.62353067
21.01.2029;0.62353067
22.01.2029;0.67369324
23.01.2029;0.62353067
24.01.2029;0.591268
25.01.2029;0.63785773
26.01.2029;0.62353067
27.01.2029;0.60563078
28.01.2029;0.63785773
29.01.2029;0.60563078
30.01.2029;0.61995784
31.01.2029;0.64146629
01.02.2029;0.64861195
02.02.2029;0.60920362
03.02.2029;0.59487656
04.02.2029;0.6342849
05.02.2029;0.62353067
06.02.2029;0.58769517
07.02.2029;0.56261388
08.02.2029;0.56979528
09.02.2029;0.591268
10.02.2029;0.56979528
11.02.2029;0.49812426
12.02.2029;0.47300725
13.02.2029;0.44792597
14.02.2029;0.44338847
15.02.2029;0.35399621
16.02.2029;0.3110865
17.02.2029;0.30747794
18.02.2029;0.30390511
19.02.2029;0.27174962
20.02.2029;0.28604094
21.02.2029;0.30033227
22.02.2029;0.28961378
23.02.2029;0.31465933
24.02.2029;0.30747794
25.02.2029;0.29675944
26.02.2029;0.27889528
27.02.2029;0.27889528
28.02.2029;0.27532245
01.03.2029;0.28604094
02.03.2029;0.29318661
03.03.2029;0.27889528
04.03.2029;0.27889528
05.03.2029;0.28961378
06.03.2029;0.28961378
07.03.2029;0.29318661
08.03.2029;0.30033227
09.03.2029;0.28961378
10.03.2029;0.25742256
11.03.2029;0.26460395
12.03.2029;0.28604094
13.03.2029;0.26817678
14.03.2029;0.26817678
15.03.2029;0.46228876
16.03.2029;0.43263425
17.03.2029;0.50884276
18.03.2029;0.51602415
19.03.2029;0.57336811
20.03.2029;0.51959698
21.03.2029;0.48376148
22.03.2029;0.48018865
23.03.2029;0.41477009
24.03.2029;0.42906142
25.03.2029;0.5016971
26.03.2029;0.54110543
27.03.2029;0.50884276
28.03.2029;0.55543249
29.03.2029;0.54467827
30.03.2029;0.54828683
31.03.2029;0.58769517
01.04.2029;0.58769517
02.04.2029;0.60202222
03.04.2029;0.59844939
04.04.2029;0.62353067
05.04.2029;0.64503912
06.04.2029;0.6342849
07.04.2029;0.60202222
08.04.2029;0.591268
09.04.2029;0.60202222
10.04.2029;0.61277645
11.04.2029;0.63785773
12.04.2029;0.6342849
13.04.2029;0.60202222
14.04.2029;0.59844939
15.04.2029;0.60920362
16.04.2029;0.591268
17.04.2029;0.60563078
18.04.2029;0.60920362
19.04.2029;0.60920362
20.04.2029;0.60202222
21.04.2029;0.63071207
22.04.2029;0.59487656
23.04.2029;0.63785773
24.04.2029;0.60920362
25.04.2029;0.6342849
26.04.2029;0.62353067
27.04.2029;0.63785773
28.04.2029;0.67369324
29.04.2029;0.61995784
30.04.2029;0.62353067
01.05.2029;0.66293901
02.05.2029;0.59487656
03.05.2029;0.60563078
04.05.2029;0.63785773
05.05.2029;0.64503912
06.05.2029;0.62353067
07.05.2029;0.62353067
08.05.2029;0.63785773
09.05.2029;0.61277645
10.05.2029;0.58769517
11.05.2029;0.6342849
12.05.2029;0.58769517
13.05.2029;0.57336811
14.05.2029;0.61277645
15.05.2029;0.59844939
16.05.2029;0.56261388
17.05.2029;0.57694094
18.05.2029;0.56261388
19.05.2029;0.54467827
20.05.2029;0.54110543
21.05.2029;0.57694094
22.05.2029;0.51602415
23.05.2029;0.46586159
24.05.2029;0.43263425
25.05.2029;0.42906142
26.05.2029;0.29675944
27.05.2029;0.28246811
28.05.2029;0.32180499
29.05.2029;0.30747794
30.05.2029;0.31465933
31.05.2029;0.30747794
01.06.2029;0.32180499
02.06.2029;0.27532245
03.06.2029;0.27532245
04.06.2029;0.30390511
05.06.2029;0.27889528
06.06.2029;0.29675944
07.06.2029;0.26817678
08.06.2029;0.29675944
09.06.2029;0.27532245
10.06.2029;0.29675944
11.06.2029;0.28961378
12.06.2029;0.30033227
13.06.2029;0.27174962
14.06.2029;0.28246811
15.06.2029;0.29675944
16.06.2029;0.30747794
17.06.2029;0.25027689
18.06.2029;0.28961378
19.06.2029;0.36471471
20.06.2029;0.43620708
21.06.2029;0.61277645
22.06.2029;0.54828683
23.06.2029;0.54828683
24.06.2029;0.55185966
25.06.2029;0.51245132
26.06.2029;0.4945157
27.06.2029;0.44338847
28.06.2029;0.49812426
29.06.2029;0.55543249
30.06.2029;0.58769517
01.07.2029;0.55904105
02.07.2029;0.58769517
03.07.2029;0.6271035
04.07.2029;0.6271035
05.07.2029;0.64503912
06.07.2029;0.6271035
07.07.2029;0.6701204
08.07.2029;0.74536425
09.07.2029;0.69877452
10.07.2029;0.64861195
11.07.2029;0.64146629
12.07.2029;0.70595591
13.07.2029;0.6773018
14.07.2029;0.61634928
15.07.2029;0.6773018
16.07.2029;0.65579335
17.07.2029;0.66654757
18.07.2029;0.59487656
19.07.2029;0.63071207
20.07.2029;0.63785773
21.07.2029;0.6271035
22.07.2029;0.63785773
23.07.2029;0.65936618
24.07.2029;0.70952874
25.07.2029;0.61995784
26.07.2029;0.63071207
27.07.2029;0.60920362
28.07.2029;0.6342849
29.07.2029;0.63071207
30.07.2029;0.66293901
31.07.2029;0.68802029
01.08.2029;0.61995784
02.08.2029;0.65579335
03.08.2029;0.76329987
04.08.2029;0.69520169
05.08.2029;0.64861195
06.08.2029;0.64503912
07.08.2029;0.61277645
08.08.2029;0.65579335
09.08.2029;0.63785773
10.08.2029;0.66293901
11.08.2029;0.65218479
12.08.2029;0.6271035
13.08.2029;0.60920362
14.08.2029;0.58051377
15.08.2029;0.58769517
16.08.2029;0.58051377
17.08.2029;0.61277645
18.08.2029;0.59844939
19.08.2029;0.60920362
20.08.2029;0.61277645
21.08.2029;0.58051377
22.08.2029;0.58051377
23.08.2029;0.55543249
24.08.2029;0.55543249
25.08.2029;0.54467827
26.08.2029;0.49812426
27.08.2029;0.49094287
28.08.2029;0.42548858
29.08.2029;0.42906142
30.08.2029;0.33609632
31.08.2029;0.32537783
01.09.2029;0.31823216
02.09.2029;0.33966916
03.09.2029;0.3110865
04.09.2029;0.3110865
05.09.2029;0.34324199
06.09.2029;0.31823216
07.09.2029;0.30390511
08.09.2029;0.30747794
09.09.2029;0.29675944
10.09.2029;0.30390511
11.09.2029;0.28961378
12.09.2029;0.32537783
13.09.2029;0.3110865
14.09.2029;0.30747794
15.09.2029;0.30033227
16.09.2029;0.32895066
17.09.2029;0.28961378
18.09.2029;0.27532245
19.09.2029;0.31465933
20.09.2029;0.30390511
