"MT_251";"MT_252";"MT_253";"MT_254"
0.17750231;0.10031094;0.0064355;0.88859954;
0.05887508;0.5;0.03104253;0.02576207;
0.88602306;0.03445448;0.5;0.5;
0.03703114;0.94856781;0.5;0.88859954;
0.05881759;0.89968906;0.09087202;0.94254079;
0.11397694;0.02952107;0.5;0.9538528;
0.91686374;0.90015596;0.0371993;0.5;
0.13926579;0.18391306;0.97668579;0.02896556;
0.34375931;0.81608694;0.09087202;0.96146171;
0.23939634;0.02952107;0.09087202;0.88859954;
0.91686374;0.97047893;0.0371993;0.03307561;
0.09621788;0.18391306;0.96895747;0.20071913;
0.08302297;0.18246691;0.16896074;0.88859954;
0.11397694;0.06812001;0.06150557;0.79928087;
0.97418542;0.18391306;0.90912798;0.01784188;
0.05358058;0.93187999;0.83103926;0.94254079;
0.17750231;0.06812001;0.02070857;0.79928087;
0.65624069;0.89968906;0.98833453;0.96152521;
0.92686971;0.81608694;0.90912798;0.0461472;
0.11397694;0.94869385;0.01555826;0.07573579;
0.13926579;0.05130615;0.98302992;0.96152521;
0.17702702;0.97414713;0.9690088;0.97892583;
0.94641942;0.05143219;0.02659244;0.9970765;
0.08313626;0.02952107;0.98667104;0.02312634;
0.5;0.98618203;0.16896074;0.88910991;
0.5;0.99506254;0.98833453;0.00492889;
0.13896101;0.97700589;0.90955608;0.0384115;
0.34375931;0.5;0.95361908;0.99373925;
0.98549487;0.99359141;0.99588916;0.98346459;
0.99014618;0.99261037;0.02066283;0.00702111;
0.65624069;0.10031094;0.04626688;0.5;
0.09591725;0.00419584;0.96294757;0.79928087;
0.5;0.93209949;0.83103926;0.98553232;
0.5;0.99294204;0.01692401;0.98219908;
0.04911258;0.98783361;0.96287428;0.97687366;
0.06293126;0.98965262;0.99717717;0.9863798;
0.9676738;0.04119325;0.99496409;0.88859954;
0.03417441;0.97052075;0.99223885;0.92426421;
0.9708448;0.18246691;0.01163643;0.96701794;
0.04121268;0.01591444;0.99073437;0.98457248;
0.08313626;0.9656024;0.5;0.99072653;
0.86073421;0.97705664;0.00842979;0.0328427;
0.96584511;0.98783361;0.90912798;0.01451282;
0.13896101;0.93209949;0.96905995;0.04605637;
0.86103899;0.09984404;0.98448048;0.99276017;
0.08290998;0.04119325;0.9771134;0.0328427;
0.96306032;0.98120609;0.01418876;0.9744078;
0.90393266;0.02066266;0.02325627;0.01286646;
0.05348525;0.18391306;0.01692401;0.98067605;
0.07295424;0.97417922;0.96287428;0.0144857;
0.05687324;0.01292361;0.97344526;0.9855143;
0.94312676;0.9588879;0.01551952;0.01363617;
0.05687324;0.5;0.90912798;0.98065998;
0.69783351;0.98276515;0.16896074;0.01546857;
0.90393266;0.00795914;0.02325627;0.98779546;
0.13896101;0.95880675;0.5;0.03828553;
0.23939634;0.98277944;0.03094005;0.0465141;
0.94651475;0.94869385;0.0124171;0.0136202;
0.05870295;0.0147713;0.97344526;0.97896393;
0.05200436;0.94869385;0.09044392;0.79928087;
0.34375931;0.97933734;0.98669949;0.20071913;
0.86103899;0.05130615;0.5;0.88859954;
0.96934869;0.01590225;0.04626688;0.9907413;
0.90408275;0.98706834;0.5;0.0255922;
0.02653762;0.0343976;0.83103926;0.01545829;
0.82249769;0.9656024;0.09087202;0.88859954;
0.83746299;0.05130615;0.97931432;0.07573579;
0.23939634;0.97052075;0.5;0.02889372;
0.94123978;0.9656591;0.98904551;0.92426421;
0.92713347;0.09984404;0.93869375;0.0384115;
0.97179495;0.93209949;0.03094005;0.99072653;
0.95780011;0.5;0.98139232;0.02896556;
0.0369625;0.05130615;0.95373312;0.20071913;
0.34375931;0.94869385;0.09044392;0.99449685;
0.09591725;0.5;0.98161182;0.01002976;
0.23860444;0.90015596;0.01838818;0.01647684;
0.17750231;0.06790051;0.5;0.07696621;
0.5;0.04119325;0.09087202;0.11089009;
0.17702702;0.93187999;0.01431916;0.07573579;
0.34243898;0.10031094;0.09087202;0.04605637;
0.34375931;0.02947925;0.97344526;0.942681;
0.04911258;0.18391306;0.00776115;0.9855143;
0.95460364;0.93187999;0.04626688;0.01930792;
0.23939634;0.0343976;0.90912798;0.02889372;
0.03939586;0.05130615;0.04626688;0.05717946;
0.13896101;0.18246691;0.03712572;0.04605637;
0.95460364;0.05130615;0.96287428;0.92426421;
0.13896101;0.02582078;0.00621091;0.01653541;
0.86103899;0.18391306;0.00600919;0.02885794;
0.08290998;0.00481267;0.83103926;0.00798616;
0.91709002;0.01551038;0.96294757;0.01052953;
0.05348525;0.00691224;0.03705243;0.01157845;
0.90408275;0.01151846;0.02655474;0.0134004;
0.04428963;0.0109073;0.02325627;0.01932395;
0.02581458;0.06812001;0.00980519;0.942681;
0.0454652;0.9656024;0.00499552;0.057319;
0.17750231;0.18246691;0.01166547;0.20071913;
0.07313029;0.03445448;0.02659244;0.02576207;
0.90378212;0.04127471;0.9767148;0.98067605;
0.03294998;0.5;0.02659244;0.02317239;
0.06517338;0.89968906;0.09087202;0.96692439;
0.09621788;0.89968906;0.0371993;0.05745921;
0.92686971;0.02952107;0.9628007;0.9742664;
0.76060366;0.18391306;0.9690088;0.11140046;
0.05887508;0.94869385;0.0232852;0.88859954;
0.23860444;0.06790051;0.06150557;0.01932395;
0.94641942;0.06812001;0.96895747;0.96692439;
0.06524378;0.94869385;0.0371993;0.02896556;
0.09606734;0.81608694;0.90912798;0.97892583;
0.82249769;0.18391306;0.5;0.02107417;
0.9545348;0.81608694;0.09087202;0.04605637;
0.09621788;0.0343976;0.16896074;0.96152521;
0.17750231;0.93187999;0.96895747;0.5;
0.11376834;0.10031094;0.03104253;0.96146171;
0.94641942;0.9656024;0.16896074;0.02576207;
0.11397694;0.10031094;0.83103926;0.11089009;
0.13896101;0.18246691;0.09087202;0.96697123;
0.34375931;0.93209949;0.96895747;0.9710704;
0.9605262;0.18391306;0.90912798;0.99588172;
0.04923342;0.09984404;0.02073151;0.97687366;
0.76060366;0.97047893;0.5;0.0384115;
0.17750231;0.97414713;0.97336975;0.057319;
0.65624069;0.99622881;0.98445468;0.9863798;
0.13896101;0.029563;0.93849443;0.92426421;
0.95774057;0.99429901;0.97340756;0.01052476;
0.98707145;0.09984404;0.99690966;0.0136202;
0.99241471;0.98120609;0.00745169;0.98070809;
0.03479087;0.00447058;0.01016237;0.11140046;
0.03479087;0.99028227;0.01244189;0.97687366;
0.05348525;0.98409775;0.97336975;0.97687366;
0.88643952;0.98620956;0.99341947;0.98070809;
0.34375931;0.99172352;0.99641726;0.97687366;
0.01957246;0.93209949;0.99189906;0.97114206;
0.93482662;0.06790051;0.98307599;0.9615885;
0.96934869;0.93209949;0.06130625;0.5;
0.08290998;0.0343409;0.04626688;0.07573579;
0.65624069;0.9588879;0.02325627;0.99298101;
0.95782981;0.98965262;0.96905995;0.0136202;
0.88643952;0.0147713;0.01860768;0.97687366;
0.02093274;0.98911557;0.02325627;0.01542752;
0.94804061;0.02294336;0.99254831;0.03298206;
0.07295424;0.18391306;0.5;0.98219908;
0.82249769;0.93209949;0.0461534;0.98070809;
0.92713347;0.97052075;0.96905995;0.11140046;
0.88623166;0.06790051;0.01433013;0.97886842;
0.04217019;0.5;0.01431916;0.03321695;
0.95092757;0.02294336;0.90912798;0.20071913;
0.03413539;0.05130615;0.97933717;0.98636383;
0.34375931;0.93209949;0.04626688;0.88961582;
0.17750231;0.98706834;0.96287428;0.00702111;
0.93706874;0.90015596;0.97933717;0.99033313;
0.5;0.01590225;0.5;0.01008634;
0.82297298;0.01723485;0.03094005;0.92426421;
0.96060414;0.90015596;0.83103926;0.92426421;
0.05348525;0.94869385;0.5;0.97687366;
0.95088742;0.06790051;0.97344526;0.0136202;
0.01957246;0.5;0.98759115;0.9742948;
0.03485171;0.9656024;0.02066283;0.80078689;
0.98269427;0.06812001;0.02655474;0.02101707;
0.07295424;0.02578876;0.90955608;0.01543777;
0.03626779;0.94881929;0.98137379;0.11089009;
0.5;0.99059485;0.5;0.99473141;
0.94641942;0.0343409;0.09087202;0.0257906;
0.92975325;0.18391306;0.96287428;0.0136202;
0.90408275;0.0343409;0.5;0.02101707;
0.05195939;0.81608694;0.97344526;0.98781465;
0.97906726;0.9588879;0.98904551;0.0384115;
0.06503302;0.98706834;0.90955608;0.9615885;
0.96885331;0.98620956;0.02655474;0.04596589;
0.03936995;0.00862374;0.02322742;0.97114206;
0.981462;0.01378129;0.98449335;0.97432315;
0.04539636;0.98409775;0.03705243;0.02567685;
0.17702702;0.01723485;0.01692401;0.96701794;
0.04217019;0.5;0.09087202;0.04596589;
0.76139556;0.18246691;0.93849443;0.03847479;
0.95460364;0.0343976;0.09087202;0.96152521;
0.02196572;0.81608694;0.01551952;0.02889372;
0.97038214;0.98120609;0.00846415;0.95403411;
0.0369625;0.90015596;0.00887409;0.04596589;
0.82297298;0.0147713;0.0461534;0.02889372;
0.04907243;0.5;0.9538466;0.11089009;
0.65756102;0.09984404;0.03705243;0.02567685;
0.95088742;0.0343976;0.02325627;0.20071913;
0.13896101;0.95880675;0.95373312;0.04605637;
0.65624069;0.0343409;0.83103926;0.02885794;
0.08290998;0.00459937;0.00931644;0.00626075;
0.76139556;0.01018494;0.0071632;0.01543777;
0.17702702;0.00942223;0.0073636;0.00916379;
0.88623166;0.00648062;0.01695469;0.0178282;
0.03065131;0.0343976;0.5;0.02896556;
0.02474428;0.18391306;0.5;0.5;
0.0394738;0.10031094;0.03104253;0.94254079;
0.65624069;0.89968906;0.01244189;0.94254079;
0.09621788;0.18391306;0.16896074;0.03853829;
0.91686374;0.02301957;0.97926849;0.03302877;
0.02474428;0.94856781;0.03104253;0.942681;
0.17750231;0.94856781;0.03104253;0.94254079;
0.17750231;0.05143219;0.9628007;0.5;
0.88602306;0.81608694;0.90912798;0.5;
0.65624069;0.0343976;0.03104253;0.94254079;
0.07313029;0.05143219;0.16896074;0.05745921;
0.13926579;0.93187999;0.97668579;0.5;
0.94112492;0.98117203;0.0371993;0.79928087;
0.17750231;0.029563;0.16896074;0.02317239;
0.07313029;0.04119325;0.5;0.98067605;
0.17702702;0.9656024;0.83103926;0.02896556;
0.96706818;0.02952107;0.5;0.07573579;
0.06517338;0.94869385;0.16896074;0.5;
0.23939634;0.89968906;0.93849443;0.5;
0.34375931;0.02585287;0.5;0.9742664;
0.93475622;0.81608694;0.0371993;0.05745921;
0.08313626;0.97414713;0.5;0.0289296;
0.23939634;0.94856781;0.97668579;0.96697123;
0.13896101;0.99284965;0.09087202;0.98453143;
0.95774057;0.5;0.93849443;0.99721758;
0.09621788;0.04127471;0.98755811;0.20071913;
0.65624069;0.18391306;0.01435213;0.00964681;
0.17750231;0.970437;0.98667104;0.03298206;
0.17750231;0.99284965;0.99253343;0.02312634;
0.13896101;0.98731326;0.02663025;0.942681;
0.97877677;0.99059485;0.99200989;0.057319;
0.99089749;0.94869385;0.99189906;0.11140046;
0.01681277;0.01379044;0.00931644;0.98713354;
0.97174156;0.00786565;0.83103926;0.0384115;
0.96936441;0.98870093;0.01551952;0.9615885;
0.86103899;0.97417922;0.9875829;0.97896393;
0.02341407;0.99261037;0.96287428;0.95403411;
0.23939634;0.97417922;0.99627365;0.98947047;
0.0454652;0.98850704;0.99399081;0.98072408;
0.91686374;0.04119325;0.98835632;0.11089009;
0.97457038;0.90015596;0.16896074;0.01286646;
0.13896101;0.94869385;0.02068568;0.98842155;
0.06286569;0.18246691;0.95373312;0.04605637;
0.83746299;0.97052075;0.03705243;0.79928087;
0.65624069;0.10031094;0.5;0.97432315;
0.90408275;0.94869385;0.90955608;0.95394363;
0.82249769;0.06790051;0.04626688;0.97432315;
0.5;0.93209949;0.9690088;0.11089009;
0.34375931;0.02294336;0.98139232;0.96701794;
0.04124106;0.18391306;0.97933717;0.02889372;
0.86073421;0.97052075;0.01692401;0.97432315;
0.96586461;0.95880675;0.5;0.00926239;
0.0369625;0.01478181;0.97931432;0.9615885;
0.09134377;0.93187999;0.01034804;0.92426421;
0.97458121;0.98409775;0.95373312;0.98219908;
0.0369625;0.02066266;0.98449335;0.02885794;
0.65624069;0.0343976;0.01095449;0.97687366;
0.12956202;0.81608694;0.90912798;0.02889372;
0.83746299;0.98276515;0.95373312;0.88859954;
0.12956202;0.01879391;0.06150557;0.01447668;
0.23939634;0.9852287;0.98669949;0.98947047;
0.94799564;0.97933734;0.01240885;0.97682761;
0.02916944;0.00738963;0.5;0.97121337;
0.86073421;0.93209949;0.96294757;0.01052476;
0.92695784;0.05130615;0.16758136;0.01446768;
0.65624069;0.06790051;0.93869375;0.97114206;
0.23939634;0.9656591;0.0309912;0.0384115;
0.93713431;0.5;0.97344526;0.79928087;
0.23939634;0.5;0.98137379;0.5;
0.05692703;0.98120609;0.01433013;0.01653541;
0.96375419;0.98620956;0.83103926;0.97432315;
0.94651475;0.02066266;0.99019481;0.99107548;
0.96520913;0.97417922;0.95373312;0.03873005;
0.03939586;0.9588879;0.02068568;0.98948;
0.96060414;0.06790051;0.96905995;0.01921225;
0.04911258;0.0343409;0.09044392;0.02107417;
0.04536201;0.90015596;0.99596811;0.20071913;
0.86103899;0.98620956;0.00883632;0.97096225;
0.97424113;0.01379044;0.00973877;0.80078689;
0.04217019;0.0343409;0.03705243;0.01104484;
0.11356048;0.97052075;0.01433013;0.92426421;
0.76139556;0.02947925;0.02655474;0.80078689;
0.76139556;0.97052075;0.95373312;0.98710499;
0.90393266;0.02582078;0.01034804;0.11089009;
0.09606734;0.98910987;0.97674373;0.01009072;
0.23860444;0.00738963;0.02325627;0.88859954;
0.02960318;0.5;0.16896074;0.0384115;
0.76139556;0.81608694;0.98307599;0.07573579;
0.96520913;0.01591444;0.02655474;0.03847479;
0.23860444;0.95880675;0.03094005;0.79928087;
0.88643952;0.81753309;0.00665316;0.07573579;
0.05870295;0.00559193;0.01095449;0.00926608;
0.65624069;0.00730382;0.01433013;0.0384115;
0.5;0.01151846;0.0044358;0.02567685;
0.5;0.0086381;0.01803362;0.02103607;
0.04536201;0.029563;0.96514968;0.0384115;
0.03860811;0.970437;0.0293875;0.95394363;
0.0394738;0.06812001;0.83103926;0.95403411;
0.23939634;0.10031094;0.00982064;0.03298206;
0.09621788;0.10031094;0.5;0.01446768;
0.90378212;0.06790051;0.83241864;0.96701794;
0.08313626;0.9656024;0.09044392;0.03298206;
0.5;0.01882797;0.02331421;0.5;
0.06517338;0.89968906;0.95361908;0.97110628;
0.91686374;0.93187999;0.03104253;0.00819453;
0.34375931;0.18391306;0.83103926;0.01932395;
0.07313029;0.05143219;0.02659244;0.9538528;
0.23939634;0.95872529;0.97340756;0.03302877;
0.93475622;0.18391306;0.0309912;0.88910991;
0.05887508;0.05143219;0.95373312;0.04605637;
0.17702702;0.10031094;0.02659244;0.9742664;
0.13926579;0.93187999;0.95361908;0.02107417;
0.96296886;0.18391306;0.95373312;0.0461472;
0.08313626;0.5;0.06130625;0.94254079;
0.13926579;0.05143219;0.16896074;0.92402122;
0.17702702;0.97698043;0.99151664;0.92402122;
0.94118241;0.05143219;0.04638092;0.07597878;
0.17750231;0.06812001;0.02070857;0.03307561;
0.11376834;0.95872529;0.98833453;0.97423793;
0.17750231;0.9913619;0.83103926;0.98067605;
0.9545348;0.97414713;0.04638092;0.99602474;
0.07313029;0.0086381;0.93849443;0.99142135;
0.65624069;0.05143219;0.0371993;0.00454164;
0.17702702;0.97927553;0.5;0.96701794;
0.34375931;0.06812001;0.99233121;0.01781455;
0.34375931;0.99331053;0.04626688;0.98897088;
0.9605262;0.99486591;0.04279283;0.04596589;
0.98863922;0.00827648;0.99696191;0.02312634;
0.95463799;0.97052075;0.98566987;0.98553232;
0.03114669;0.05130615;0.00621091;0.02889372;
0.07016532;0.94869385;0.09087202;0.98346459;
0.17750231;0.9852287;0.01550665;0.20071913;
0.04919307;0.98276515;0.99482461;0.99172671;
0.97342694;0.98965778;0.99619782;0.942681;
0.76139556;0.90015596;0.98448048;0.98072408;
0.95780011;0.95880675;0.99310123;0.01542752;
0.23939634;0.18391306;0.98682137;0.95403411;
0.04217019;0.09984404;0.014178;0.88859954;
0.86103899;0.94869385;0.95373312;0.98897611;
0.11376834;0.98965778;0.95495175;0.04596589;
0.23860444;0.02947925;0.01421033;0.95403411;
0.04785937;0.97417922;0.02655474;0.02885794;
0.76139556;0.5;0.09044392;0.96701794;
0.76060366;0.10031094;0.98669949;0.98219908;
0.90865623;0.95880675;0.01433013;0.04605637;
0.16253701;0.02294336;0.09044392;0.02885794;
0.94804061;0.06812001;0.97344526;0.98072408;
0.34375931;0.93187999;0.96905995;0.07573579;
0.04782123;0.02947925;0.90912798;0.942681;
0.23939634;0.9656591;0.01692401;0.01052953;
0.95214063;0.0343409;0.02068568;0.9615885;
0.05692703;0.05130615;0.0461534;0.95394363;
0.34375931;0.97421124;0.02325627;0.98633979;
0.92975325;0.9656024;0.97344526;0.02907399;
0.06293126;0.02066266;0.90955608;0.95394363;
0.5;0.02582078;0.03094005;0.01052953;
0.65624069;0.9588879;0.99068821;0.5;
0.95875894;0.02294336;0.02066283;0.97110628;
0.17702702;0.98783361;0.04626688;0.9615885;
0.07016532;0.02294336;0.98568084;0.02312634;
0.90865623;0.02582078;0.83103926;0.88859954;
0.07944678;0.9656591;0.01431916;0.02312634;
0.89272688;0.94869385;0.90955608;0.80078689;
0.16253701;0.5;0.97931432;0.88859954;
0.34375931;0.0343409;0.16896074;0.99563413;
0.97085903;0.81753309;0.02655474;0.00797246;
0.03229126;0.98850704;0.01860768;0.00890742;
0.69783351;0.98276515;0.98904551;0.98553232;
0.96712253;0.0343409;0.98448048;0.5;
0.95460364;0.18391306;0.01862621;0.98841;
0.11376834;0.06790051;0.03094005;0.98078775;
0.82297298;0.98120609;0.97931432;0.9671573;
0.82297298;0.0147713;0.09087202;0.0570406;
0.23860444;0.99059485;0.06130625;0.01356458;
0.86103899;0.01089013;0.02655474;0.99278937;
0.04536201;0.04119325;0.04626688;0.01098741;
0.07295424;0.93209949;0.83103926;0.02094141;
0.96520913;0.0343409;0.96905995;0.98463364;
0.04911258;0.81608694;0.01431916;0.045786;
0.92704576;0.97933734;0.04626688;0.98226694;
0.34375931;0.02582078;0.95373312;0.00722408;
0.04907243;0.0411121;0.5;0.97423793;
0.05870295;0.94869385;0.00931644;0.01159578;
0.23939634;0.18391306;0.98139232;0.0384115;
0.96712253;0.01879391;0.5;0.20071913;
0.17702702;0.90015596;0.02322742;0.96701794;
0.13896101;0.81608694;0.00642443;0.01052476;
0.09591725;0.00530603;0.01330051;0.00526501;
0.76139556;0.00489092;0.00776437;0.01218535;
0.5;0.00829632;0.00461891;0.01543777;
0.76060366;0.01480288;0.0371993;0.057319;
0.08290998;0.01294779;0.16896074;0.02885794;
0.09134377;0.90015596;0.93849443;0.06970723;
0.03703114;0.02299411;0.01166547;0.11140046;
0.34375931;0.5;0.01695469;0.20071913;
0.05881759;0.18391306;0.03104253;0.05745921;
0.93482662;0.10031094;0.95361908;0.88859954;
0.03121177;0.94856781;0.02070857;0.11140046;
0.07313029;0.05143219;0.90912798;0.94254079;
0.09606734;0.18391306;0.9690088;0.5;
0.93482662;0.94856781;0.16896074;0.79928087;
0.34375931;0.04127471;0.01435213;0.79928087;
0.11397694;0.18391306;0.98564787;0.5;
0.09606734;0.18246691;0.16896074;0.11140046;
0.95080693;0.5;0.0309912;0.0461472;
0.05881759;0.90015596;0.5;0.9538528;
0.17750231;0.89968906;0.16896074;0.11140046;
0.13926579;0.18391306;0.9690088;0.05745921;
0.97032328;0.05130615;0.04626688;0.03847479;
0.0454652;0.03445448;0.09087202;0.95394363;
0.5;0.97700589;0.90912798;0.04605637;
0.34375931;0.5;0.98445468;0.98215812;
0.93482662;0.0343976;0.02663025;0.03307561;
0.13926579;0.97414713;0.97336975;0.03847479;
0.23860444;0.81608694;0.5;0.96152521;
0.13926579;0.99407441;0.01864477;0.97423793;
0.94641942;0.03445448;0.99282028;0.99615625;
0.09621788;0.89968906;0.03104253;0.5;
0.5;0.10031094;0.09087202;0.03847479;
0.13896101;0.98908697;0.96895747;0.5;
0.5;0.95880675;0.9926364;0.9863798;
0.34375931;0.81608694;0.02325627;0.01052476;
0.97418542;0.99293483;0.99310123;0.97114206;
0.98770121;0.98850704;0.99509624;0.00964681;
0.94651475;0.81608694;0.00776437;0.97432315;
0.03479087;0.00682362;0.16758136;0.96701794;
0.23860444;0.93187999;0.01164368;0.02312634;
0.94129705;0.9880644;0.96905995;0.9615885;
0.02778505;0.99137984;0.99611804;0.99227914;
0.09606734;0.99137984;0.99334684;0.96701794;
0.13926579;0.18246691;0.02325627;0.9615885;
0.96139189;0.18391306;0.99509624;0.5;
0.94123978;0.18391306;0.02068568;0.92426421;
0.05195939;0.5;0.93869375;0.057319;
0.69783351;0.02578876;0.96287428;0.95394363;
0.12956202;0.99014854;0.00745169;0.02103607;
0.34375931;0.97052075;0.99153201;0.9863798;
0.97562962;0.9588879;0.03712572;0.96701794;
0.03116293;0.01879391;0.16758136;0.97896393;
0.07944678;0.93187999;0.9538466;0.11140046;
0.09606734;0.05130615;0.09044392;0.07573579;
0.11397694;0.18391306;0.03094005;0.98346459;
0.92686971;0.09984404;0.01551952;0.0136202;
0.88623166;0.02582078;0.16896074;0.02567685;
0.89272688;0.5;0.99019481;0.98842155;
0.97954821;0.97052075;0.02066283;0.02567685;
0.04907243;0.05130615;0.01433013;0.5;
0.04539636;0.97705664;0.16896074;0.97898293;
0.10708741;0.01378129;0.09044392;0.07573579;
0.09621788;0.18391306;0.93869375;0.03298206;
0.23939634;0.0343409;0.16896074;0.5;
0.98042754;0.98122307;0.09044392;0.03298206;
0.03287747;0.09984404;0.98965196;0.99140866;
0.07024675;0.04119325;0.01860768;0.02321861;
0.89272688;0.98120609;0.5;0.01927592;
0.96883707;0.0411121;0.96294757;0.5;
0.65624069;0.93209949;0.90912798;0.01929191;
0.34375931;0.18391306;0.02655474;0.9742948;
0.04911258;0.81608694;0.93869375;0.99172082;
0.65624069;0.06790051;0.02655474;0.01008197;
0.96060414;0.18391306;0.97933717;0.79928087;
0.02340489;0.98850704;0.83103926;0.11089009;
0.23939634;0.01149296;0.06130625;0.5;
0.82249769;0.90015596;0.98904551;0.02889372;
0.94312676;0.98706834;0.09044392;0.98072408;
0.93496698;0.02582078;0.98307599;0.95394363;
0.96518887;0.97417922;0.5;0.9615885;
0.34375931;0.5;0.02655474;0.0136202;
0.17702702;0.09984404;0.90955608;0.92426421;
0.04217019;0.97933734;0.90955608;0.9615885;
0.23939634;0.18391306;0.01860768;0.98341743;
0.981462;0.02947925;0.06130625;0.5;
0.03479087;0.5;0.04626688;0.01450377;
0.08290998;0.05130615;0.90912798;0.97896393;
0.93496698;0.5;0.96294757;0.0257052;
0.04907243;0.5;0.04626688;0.02567685;
0.17702702;0.81608694;0.06130625;0.07573579;
0.76139556;0.02947925;0.83103926;0.79928087;
0.05348525;0.93209949;0.04626688;0.11140046;
0.65624069;0.00827648;0.01431916;0.02567685;
0.96883707;0.97417922;0.90955608;0.02567685;
0.05348525;0.97705664;0.01860768;0.96701794;
0.08290998;0.02947925;0.00665316;0.02889372;
0.65756102;0.00559193;0.00745169;0.00579114;
0.08290998;0.00985614;0.01034804;0.01218535;
0.76060366;0.00683485;0.00513133;0.00791545;
0.82297298;0.00740545;0.01243361;0.03307561;
0.04782123;0.01593886;0.9767148;0.04605637;
0.03122808;0.18391306;0.03104253;0.03853829;
0.03700823;0.81608694;0.06130625;0.96692439;
0.13926579;0.02588505;0.0098258;0.05745921;
0.05887508;0.81608694;0.5;0.88859954;
0.88602306;0.04119325;0.9767148;0.98342925;
0.02698141;0.97700589;0.01435213;0.88859954;
0.08313626;0.10031094;0.16896074;0.95635012;
0.11376834;0.05143219;0.95361908;0.01624663;
0.94118241;0.04119325;0.83103926;0.92402122;
0.17750231;0.81608694;0.06150557;0.01657075;
0.08302297;0.89968906;0.90912798;0.79928087;
0.23939634;0.05143219;0.83103926;0.20071913;
0.95080693;0.98273651;0.09087202;0.94254079;
0.06524378;0.02585287;0.90912798;0.03853829;
0.11376834;0.18391306;0.83103926;0.88859954;
0.5;0.81608694;0.0371993;0.04605637;
0.96705002;0.06812001;0.90912798;0.0461472;
0.05887508;0.9656024;0.09087202;0.94254079;
0.34375931;0.02299411;0.9628007;0.05745921;
0.23939634;0.970437;0.98755811;0.98215812;
0.92686971;0.81753309;0.02663025;0.01784188;
0.13926579;0.5;0.90912798;0.5;
0.09606734;0.18246691;0.83103926;0.92402122;
0.65624069;0.99568016;0.9628007;0.98894991;
0.9545348;0.98406114;0.5;0.96692439;
0.06524378;0.02299411;0.5;0.9934332;
0.76060366;0.01593886;0.09087202;0.99586339;
0.13926579;0.97929617;0.989629;0.00857865;
0.09606734;0.99284965;0.98304531;0.01218535;
0.5;0.10031094;0.5;0.07573579;
0.97301859;0.01593886;0.01864477;0.01447668;
0.99341655;0.98704413;0.99680503;0.02567685;
0.13896101;0.98556745;0.98307599;0.98346459;
0.13896101;0.01349471;0.0124171;0.97110628;
0.01549706;0.02952107;0.00980005;0.98553232;
0.76060366;0.98732101;0.02325627;0.0384115;
0.94641942;0.99014854;0.99153201;0.98219908;
0.5;0.99408792;0.99748223;0.99109258;
0.88602306;0.02066266;0.90955608;0.057319;
0.04919307;0.05130615;0.99283405;0.96701794;
0.97746163;0.97417922;0.01550665;0.11089009;
0.86103899;0.0343976;0.98139232;0.20071913;
0.03229126;0.18246691;0.95373312;0.79928087;
0.13926579;0.99137984;0.01164368;0.11140046;
0.09606734;0.02066266;0.01860768;0.02885794;
0.94118241;0.98707639;0.01692401;0.88910991;
0.23939634;0.01379044;0.5;0.97432315;
0.97459203;0.5;0.9875829;0.99073392;
0.0369625;0.0343409;0.02655474;0.07573579;
0.34243898;0.97933734;0.95373312;0.057319;
0.88643952;0.02294336;0.90955608;0.0384115;
0.07295424;0.97705664;0.02325627;0.80078689;
0.06293126;0.09984404;0.95373312;0.96152521;
0.86073421;0.94869385;0.16896074;0.20071913;
0.09606734;0.02947925;0.03705243;0.79928087;
0.17750231;0.98120609;0.03712572;0.98778264;
0.94641942;0.97052075;0.06130625;0.05802689;
0.92065688;0.01591444;0.95373312;0.0136202;
0.92704576;0.06790051;0.03712572;0.99507634;
0.04121268;0.0411121;0.97344526;0.00770806;
0.78530625;0.94881929;0.16758136;0.07573579;
0.16253701;0.05118071;0.90955608;0.02312634;
0.0454652;0.05130615;0.04626688;0.96701794;
0.88602306;0.94869385;0.98307599;0.02312634;
0.95873052;0.18391306;0.01431916;0.01543777;
0.12956202;0.90015596;0.98307599;0.98780826;
0.17750231;0.5;0.09087202;0.01543777;
0.76060366;0.93209949;0.95373312;0.9615885;
0.97346238;0.18246691;0.96287428;0.11089009;
0.02653762;0.94869385;0.95373312;0.0384115;
0.83746299;0.9588879;0.04626688;0.95403411;
0.16253701;0.97052075;0.98307599;0.92426421;
0.78530625;0.02294336;0.90955608;0.92426421;
0.21469375;0.81608694;0.03705243;0.02885794;
0.97087324;0.97421124;0.90955608;0.98947524;
0.65624069;0.06790051;0.5;0.01052476;
0.91709002;0.9770313;0.96905995;0.98457248;
0.5;0.05130615;0.98669949;0.07573579;
0.92704576;0.05130615;0.01163643;0.02101707;
0.13896101;0.10031094;0.01330051;0.80078689;
0.05348525;0.81608694;0.01551952;0.98713354;
0.08290998;0.5;0.98307599;0.98993114;
0.96712253;0.95880675;0.02325627;0.00857865;
0.09591725;0.02582078;0.95373312;0.03298206;
0.11376834;0.97052075;0.97674373;0.942681;
0.06503302;0.02582078;0.16896074;0.057319;
0.06510312;0.02294336;0.06130625;0.79928087;
0.34375931;0.06790051;0.04626688;0.9615885;
0.96518887;0.18391306;0.0124171;0.5;
0.08290998;0.5;0.01550665;0.01927592;
0.65756102;0.5;0.00665316;0.02312634;
