"MT_250";"MT_251";"MT_252";"MT_253"
0.72207486;0.47913817;0.82436828;0.68818433
0.75166519;0.44977526;0.8100361;0.68213813
0.67480106;0.42534688;0.80646199;0.6640296
0.68664898;0.46443228;0.79927803;0.62784262
0.69254347;0.48890952;0.77061367;0.62483456
0.69254347;0.51499902;0.77061367;0.68213813
0.65116416;0.65707446;0.79570392;0.65497533
0.63342175;0.59825093;0.78137174;0.61578029
0.58019452;0.53459058;0.81364595;0.61277223
0.58614795;0.50845222;0.75985561;0.60672603
0.56245211;0.47913817;0.7562815;0.61578029
0.55066313;0.46936682;0.73476536;0.61277223
0.5210728;0.61784249;0.77422352;0.60672603
0.63931624;0.52965605;0.76703957;0.66102154
0.49154141;0.48890952;0.74913328;0.63085068
0.60383142;0.51499902;0.7885557;0.63085068
0.56245211;0.60807114;0.77061367;0.64595115
0.59204244;0.61295681;0.78137174;0.65196727
0.62157383;0.60807114;0.77779763;0.63085068
0.65116416;0.54929646;0.78137174;0.63990495
0.66295314;0.55418214;0.77061367;0.61878835
0.63342175;0.62766269;0.76703957;0.64595115
0.67480106;0.50356654;0.83155224;0.64895921
0.62157383;0.49379519;0.76703957;0.63990495
0.64526967;0.50845222;0.77422352;0.6911924
0.79893899;0.55906781;0.83155224;0.68514619
0.7694076;0.60318546;0.80288788;0.71832511
0.72802829;0.68643737;0.83155224;0.71832511
0.64526967;0.68155169;0.83155224;0.69720852
0.70439139;0.66684581;0.82436828;0.70325472
0.69254347;0.59825093;0.86021659;0.70930093
0.70439139;0.58847958;0.85664248;0.67913007
0.71028588;0.7452609;0.83155224;0.6700758
0.66890657;0.66196013;0.83155224;0.65801348
0.69254347;0.62766269;0.81722006;0.6640296
0.67480106;0.67178034;0.81722006;0.67913007
0.62752726;0.61295681;0.81722006;0.66706774
0.69254347;0.59825093;0.82079417;0.65801348
0.60978485;0.60807114;0.79570392;0.66102154
0.65116416;0.55418214;0.80646199;0.64895921
0.62157383;0.55906781;0.71685907;0.60973409
0.62752726;0.65213993;0.74552343;0.61578029
0.53881521;0.59825093;0.77779763;0.58560943
0.56245211;0.56395349;0.75270739;0.50114306
0.45605659;0.56888802;0.6200722;0.42573096
0.42057177;0.53459058;0.5448372;0.37143545
0.43241969;0.54436193;0.43632725;0.26191192
0.37760094;0.55906781;0.33618071;0.21673084
0.3008547;0.49868087;0.28968155;0.24082541
0.35396404;0.40580418;0.28610744;0.22277704
0.30680813;0.32753567;0.28968155;0.21372278
0.26548777;0.30799296;0.26108867;0.15653953
0.33038609;0.25913621;0.26466278;0.15653953
0.10621869;0.28356459;0.2467565;0.1806341
0.07079281;0.17598202;0.27895922;0.14149922
0.13569113;0.14178229;0.271811;0.13849116
0.11211317;0.11730506;0.25751456;0.1505234
0.12390215;0.16621067;0.23960828;0.15353146
0.11800766;0.15155364;0.24318239;0.14450728
0.11211317;0.11730506;0.25033061;0.1505234
0.07079281;0.10753371;0.23603417;0.15353146
0.1003242;0.16621067;0.27895922;0.14751534
0.1003242;0.12223959;0.25033061;0.15353146
0.08264073;0.09776236;0.2467565;0.15653953
0.08264073;0.09776236;0.25033061;0.14149922
0.1003242;0.18575337;0.23960828;0.14751534
0.08264073;0.13689662;0.26108867;0.14149922
0.09442971;0.13201094;0.22888595;0.15653953
0.12390215;0.12223959;0.25390471;0.20169053
0.07079281;0.161325;0.25751456;0.1806341
0.07079281;0.14178229;0.25751456;0.18665022
0.07079281;0.11241939;0.25390471;0.18965828
0.08264073;0.11730506;0.42560492;0.20469859
0.09442971;0.1808677;0.47210408;0.20469859
0.06489832;0.13689662;0.43990135;0.20469859
0.08853522;0.14666797;0.39340219;0.19868247
0.4974359;0.12712527;0.42917903;0.25285766
0.34217507;0.09776236;0.53289967;0.28597642
0.473799;0.09776236;0.52575146;0.28597642
0.43831418;0.20534493;0.4792523;0.25586572
0.46790451;0.64725425;0.53647378;0.43177716
0.51517831;0.62766269;0.58783373;0.46495608
0.52702623;0.60807114;0.53289967;0.41971484
0.52702623;0.42046121;0.50784517;0.36238118
0.45605659;0.43023256;0.5663176;0.33825653
0.46195108;0.48402384;0.64158833;0.40461437
0.52702623;0.48402384;0.76703957;0.62784262
0.52702623;0.50845222;0.73119125;0.63388882
0.5447097;0.44977526;0.71685907;0.71230899
0.56245211;0.57865937;0.74552343;0.67609193
0.59793693;0.59825093;0.72404303;0.70626278
0.56840554;0.50845222;0.72043318;0.71832511
0.62157383;0.48890952;0.80646199;0.6700758
0.60978485;0.45954661;0.77061367;0.63990495
0.56840554;0.50845222;0.82797813;0.60672603
0.56840554;0.49868087;0.77422352;0.60672603
0.76351312;0.61295681;0.77422352;0.65196727
0.71028588;0.53459058;0.75270739;0.63085068
0.60383142;0.52965605;0.7885557;0.64291301
0.71028588;0.55418214;0.7562815;0.64895921
0.63342175;0.51499902;0.7885557;0.62483456
0.63342175;0.46936682;0.78137174;0.63689688
0.70439139;0.48890952;0.79570392;0.63388882
0.68069555;0.45954661;0.77061367;0.61878835
0.69254347;0.44488958;0.8100361;0.60371796
0.72207486;0.49868087;0.83512634;0.5946637
0.67480106;0.53459058;0.7885557;0.60672603
0.62752726;0.5737737;0.77779763;0.59165564
0.58019452;0.50356654;0.75985561;0.61277223
0.68664898;0.51499902;0.77422352;0.60973409
0.59204244;0.49868087;0.75985561;0.61578029
0.69843796;0.43511823;0.74552343;0.60371796
0.65116416;0.45954661;0.75985561;0.63689688
0.65705865;0.52965605;0.7562815;0.59767176
0.71618037;0.50845222;0.76346546;0.63085068
0.71618037;0.49379519;0.76346546;0.62483456
0.84627174;0.50356654;0.77422352;0.63689688
0.77530209;0.61295681;0.77061367;0.65196727
0.73981727;0.50356654;0.78494585;0.6640296
0.72207486;0.5198847;0.80288788;0.65196727
0.72207486;0.50356654;0.82797813;0.68514619
0.70439139;0.51499902;0.79570392;0.6911924
0.65705865;0.50356654;0.79927803;0.67609193
0.72207486;0.60318546;0.82797813;0.68213813
0.70439139;0.60807114;0.81722006;0.68213813
0.65705865;0.64236858;0.84945852;0.70024666
0.64526967;0.64236858;0.83512634;0.74247985
0.67480106;0.68155169;0.82079417;0.69420046
0.71618037;0.66196013;0.81364595;0.65196727
0.66890657;0.60807114;0.81722006;0.61578029
0.69843796;0.5737737;0.81722006;0.64895921
0.60978485;0.66196013;0.83512634;0.62483456
0.58019452;0.63254837;0.80646199;0.63689688
0.68069555;0.60807114;0.83155224;0.66102154
0.59793693;0.56395349;0.80288788;0.65801348
0.59793693;0.5198847;0.77061367;0.64895921
0.56245211;0.51499902;0.75985561;0.63689688
0.58019452;0.59825093;0.7562815;0.59165564
0.60383142;0.56395349;0.7562815;0.55543858
0.53292072;0.56888802;0.7562815;0.47097221
0.4501621;0.53459058;0.64158833;0.44383949
0.42057177;0.54436193;0.50784517;0.38048971
0.34806955;0.5198847;0.43990135;0.27394417
0.37164751;0.51499902;0.32188427;0.23180123
0.19469496;0.47425249;0.30040387;0.21372278
0.12979664;0.37644127;0.28610744;0.20169053
0.11211317;0.31287864;0.26108867;0.20469859
0.11800766;0.31287864;0.271811;0.16857177
0.05900383;0.23954466;0.271811;0.12041271
0.10621869;0.28356459;0.25033061;0.1505234
0.10621869;0.19557358;0.2467565;0.14751534
0.10621869;0.13689662;0.26108867;0.13849116
0.16522252;0.12223959;0.26108867;0.12642883
0.09442971;0.17109635;0.26108867;0.13247503
0.08853522;0.15155364;0.25390471;0.16556371
0.09442971;0.11241939;0.26466278;0.11740464
0.07079281;0.10753371;0.24318239;0.14751534
0.08853522;0.15155364;0.2467565;0.13849116
0.1003242;0.11730506;0.26108867;0.12943689
0.04132037;0.11241939;0.25033061;0.14149922
0.05900383;0.07333398;0.23603417;0.12642883
0.0766873;0.15643932;0.26108867;0.14450728
0.08264073;0.12712527;0.2467565;0.12642883
0.08264073;0.10753371;0.25033061;0.13247503
0.08264073;0.09287669;0.25751456;0.14751534
0.08264073;0.16621067;0.25033061;0.18364216
0.07079281;0.11730506;0.26823689;0.12943689
0.04132037;0.10264804;0.26823689;0.17157983
0.09442971;0.09776236;0.4184567;0.1806341
0.04132037;0.13689662;0.38625398;0.17762604
0.05900383;0.11241939;0.37910576;0.19868247
0.1003242;0.12712527;0.39340219;0.18665022
0.42646625;0.10753371;0.45419779;0.2257851
0.27727675;0.10753371;0.56274349;0.26792805
0.43241969;0.09776236;0.56992745;0.27394417
0.37760094;0.18575337;0.67386254;0.25586572
0.41467728;0.5835939;0.46138175;0.4016063
0.47969349;0.68643737;0.03216698;0.43779329
0.53881521;0.52965605;0.53289967;0.42873902
0.42057177;0.51499902;0.58783373;0.42873902
0.38508694;0.12712527;0.61649809;0.44985561
0.39693487;0.46936682;0.71328496;0.48306461
0.4501621;0.54436193;0.84588441;0.61578029
0.52702623;0.53947626;0.77422352;0.63990495
0.50333039;0.66684581;0.75985561;0.67308386
0.50333039;0.73055501;0.80288788;0.6640296
0.51517831;0.63254837;0.76346546;0.66706774
0.53292072;0.62277702;0.7562815;0.69720852
0.5210728;0.62277702;0.76346546;0.66102154
0.53881521;0.65213993;0.75985561;0.70325472
0.56840554;0.68643737;0.84945852;0.6700758
0.60978485;0.75996678;0.8100361;0.6911924
0.58019452;0.64725425;0.79570392;0.69420046
0.52702623;0.65213993;0.75985561;0.66102154
0.56840554;0.66684581;0.77779763;0.69420046
0.473799;0.68643737;0.77061367;0.68818433
0.46790451;0.60318546;0.76703957;0.67609193
0.53881521;0.59336525;0.79212981;0.6640296
0.60383142;0.66684581;0.83155224;0.65196727
0.5447097;0.59825093;0.78137174;0.63689688
0.5447097;0.5835939;0.78137174;0.62483456
0.53292072;0.7452609;0.77779763;0.63689688
0.59793693;0.49379519;0.8100361;0.63085068
0.60978485;0.52477037;0.74913328;0.62784262
0.47969349;0.64725425;0.75985561;0.54942245
0.52702623;0.59336525;0.81364595;0.60371796
0.55066313;0.55418214;0.8100361;0.57053904
0.55655762;0.59825093;0.74194932;0.58861749
0.50333039;0.48890952;0.7562815;0.60371796
0.48558798;0.68155169;0.76703957;0.63388882
0.55066313;0.61295681;0.7562815;0.61578029
0.5447097;0.56888802;0.78137174;0.60672603
0.56840554;0.71096346;0.76346546;0.64895921
0.52702623;0.59336525;0.82436828;0.63085068
0.57430003;0.56888802;0.78494585;0.69420046
0.69254347;0.67666602;0.79212981;0.6700758
0.66890657;0.65213993;0.78494585;0.6911924
0.66295314;0.57865937;0.79927803;0.71230899
0.67480106;0.7746238;0.8100361;0.68213813
0.61567934;0.78444401;0.88530684;0.75150403
0.65116416;0.71584913;0.83155224;0.67609193
0.66890657;0.85303889;0.79927803;0.74849597
0.60383142;0.79914989;0.83512634;0.71230899
0.64526967;0.6913719;0.81364595;0.71531705
0.65705865;0.77955833;0.85664248;0.69420046
0.64526967;0.81874145;0.84588441;0.67308386
0.67480106;0.67666602;0.8423103;0.64595115
0.60978485;0.68643737;0.80288788;0.64291301
0.57430003;0.7746238;0.82079417;0.61277223
0.58019452;0.71584913;0.82079417;0.65801348
0.60978485;0.67666602;0.79570392;0.64895921
0.61567934;0.71584913;0.7885557;0.6640296
0.58019452;0.70607778;0.78494585;0.60672603
0.58614795;0.71584913;0.76703957;0.63085068
0.59793693;0.63254837;0.74194932;0.58560943
0.59793693;0.68155169;0.75985561;0.48002647
0.56840554;0.71096346;0.59501769;0.51624353
0.47969349;0.5835939;0.48997462;0.498135
0.50928382;0.66196013;0.40412452;0.47401035
0.49154141;0.72566934;0.31116194;0.46495608
0.43241969;0.47425249;0.27895922;0.41066057
0.36575302;0.36178425;0.26466278;0.35937312
0.31270262;0.30799296;0.28253333;0.2498496
0.27138226;0.27867891;0.25751456;0.19266635
0.05310934;0.23954466;0.25751456;0.1745879
0.08264073;0.26402189;0.25751456;0.1806341
0.09442971;0.18575337;0.24318239;0.14149922
0.08853522;0.12223959;0.26108867;0.15954759
0.11211317;0.11241939;0.25390471;0.16255565
0.0766873;0.161325;0.22173773;0.16857177
0.12979664;0.14178229;0.22531184;0.16556371
0.06489832;0.10753371;0.23603417;0.13247503
0.05900383;0.10753371;0.23603417;0.15653953
0.04132037;0.14178229;0.2467565;0.14149922
0.08264073;0.12712527;0.24318239;0.14450728
0.07079281;0.07333398;0.21458951;0.16255565
0.03542588;0.07333398;0.23246006;0.15353146
0.01774241;0.15643932;0.22888595;0.1505234
0.06489832;0.12223959;0.22173773;0.14450728
0.08264073;0.10753371;0.23246006;0.1806341
0.07079281;0.09776236;0.23603417;0.18965828
0.04721485;0.13201094;0.23246006;0.20770665
0.07079281;0.11730506;0.23960828;0.18965828
0.05900383;0.10753371;0.2467565;0.21372278
0.02953139;0.08799101;0.25033061;0.21673084
0.06489832;0.161325;0.23246006;0.20770665
0.04132037;0.10264804;0.25751456;0.20770665
0.02953139;0.13689662;0.25751456;0.19868247
0.45605659;0.11241939;0.33618071;0.21976898
0.31859711;0.10753371;0.48640051;0.38653592
0.43831418;0.09287669;0.57707566;0.37444351
0.42646625;0.16621067;0.61649809;0.27996029
0.41467728;0.70607778;0.61649809;0.320148
0.51517831;0.86281024;0.60216591;0.32318614
0.49154141;0.76485245;0.53289967;0.35937312
0.42646625;0.89222201;0.49354873;0.3261942
0.37760094;0.76973813;0.63444012;0.320148
0.34806955;0.82856166;0.69176883;0.34126459
0.4974359;0.67666602;0.72404303;0.5946637
0.53292072;0.62277702;0.73837521;0.63689688
0.4974359;0.72566934;0.73119125;0.63990495
0.57430003;0.68643737;0.71328496;0.62179641
0.56840554;0.6913719;0.72043318;0.59165564
0.61567934;0.72073481;0.76703957;0.58861749
0.60978485;0.69625757;0.80646199;0.57956323
0.58019452;0.69625757;0.78494585;0.55543858
0.61567934;0.76973813;0.82797813;0.55847672
0.64526967;0.64725425;0.80646199;0.52225966
0.61567934;0.69625757;0.78494585;0.55543858
0.69843796;0.77955833;0.8387362;0.59165564
0.66890657;0.67178034;0.79927803;0.58560943
0.64526967;0.70607778;0.79570392;0.54638431
0.62752726;0.84815321;0.80646199;0.54942245
0.60978485;0.7746238;0.85664248;0.55847672
0.69254347;0.68155169;0.77422352;0.52526772
0.62752726;0.73544069;0.88530684;0.54036819
0.60978485;0.67178034;0.82079417;0.54036819
0.71618037;0.64236858;0.80646199;0.54942245
0.69843796;0.71584913;0.77061367;0.54036819
0.73981727;0.67178034;0.77061367;0.52526772
0.63342175;0.5835939;0.76703957;0.54942245
0.62157383;0.71096346;0.76703957;0.54942245
0.52702623;0.6913719;0.78494585;0.53736013
0.66295314;0.52477037;0.79212981;0.52526772
0.59204244;0.54436193;0.79927803;0.58260137
0.65705865;0.78444401;0.79570392;0.54036819
0.77530209;0.61784249;0.76703957;0.56449284
0.64526967;0.59825093;0.78137174;0.58560943
0.66295314;0.71584913;0.79927803;0.5946637
0.58614795;0.75503225;0.75985561;0.57655517
0.65116416;0.61784249;0.8423103;0.58861749
0.63342175;0.66684581;0.88173273;0.60973409
0.77530209;0.71096346;0.81722006;0.60371796
0.71028588;0.70114325;0.7885557;0.58260137
0.60978485;0.75503225;0.77061367;0.62483456
0.61567934;0.85792457;0.83512634;0.65497533
0.66295314;0.82856166;0.86382644;0.66706774
0.72802829;0.84321868;0.88888095;0.68514619
0.68069555;0.80403557;0.83155224;0.6700758
0.65116416;0.76973813;0.85306837;0.65801348
0.71028588;0.83344733;0.82079417;0.60973409
0.66890657;0.87751612;0.81722006;0.62784262
0.61567934;0.82856166;0.7885557;0.63388882
0.64526967;0.81385577;0.8100361;0.57655517
0.66295314;0.75014657;0.7885557;0.60371796
0.62157383;0.73055501;0.80288788;0.60371796
0.58614795;0.6913719;0.78137174;0.58861749
0.58614795;0.69625757;0.73837521;0.55847672
0.62157383;0.72073481;0.73476536;0.57053904
0.5447097;0.76973813;0.74194932;0.55543858
0.58019452;0.71584913;0.74194932;0.4920888
0.56245211;0.72073481;0.74194932;0.43779329
0.51517831;0.71096346;0.61649809;0.45289376
0.47969349;0.72566934;0.52575146;0.44985561
0.4974359;0.73544069;0.43990135;0.42873902
0.46195108;0.70114325;0.34332893;0.41066057
0.42646625;0.46936682;0.34690303;0.36842739
0.31859711;0.36666992;0.32903249;0.33524847
0.27138226;0.29822161;0.33618071;0.24684154
0.28906572;0.27867891;0.34332893;0.1806341
0.1003242;0.23465898;0.29682977;0.16556371
0.05310934;0.26890756;0.28610744;0.18665022
0.12390215;0.18575337;0.29325566;0.15954759
0.12390215;0.12223959;0.31116194;0.15653953
0.11800766;0.10264804;0.30040387;0.16255565
0.09442971;0.13689662;0.28610744;0.14751534
0.13569113;0.14178229;0.27538511;0.15954759
0.08853522;0.09287669;0.27895922;0.15954759
0.03542588;0.09776236;0.30397798;0.15954759
0.0766873;0.13689662;0.30758783;0.15653953
0.11211317;0.11241939;0.27538511;0.14450728
0.05310934;0.06844831;0.28968155;0.14450728
0.05310934;0.08310534;0.28253333;0.16556371
0.0766873;0.15155364;0.29682977;0.1505234
0.10621869;0.11730506;0.27895922;0.15954759
0.09442971;0.09776236;0.28610744;0.15653953
0.11800766;0.09287669;0.29682977;0.1505234
0.04132037;0.11730506;0.30397798;0.15353146
0.10621869;0.12223959;0.30397798;0.14450728
0.05310934;0.08799101;0.28968155;0.15353146
0.10621869;0.09287669;0.31116194;0.16857177
0.09442971;0.12712527;0.30040387;0.16255565
0.04132037;0.11241939;0.32903249;0.14751534
0.15337459;0.10753371;0.31473605;0.14751534
0.46195108;0.11241939;0.37553165;0.16556371
0.31859711;0.08799101;0.49354873;0.34126459
0.4501621;0.09776236;0.52932557;0.3261942
0.39693487;0.13201094;0.52932557;0.31413187
0.46790451;0.47425249;0.64877229;0.27093611
0.55066313;0.88245065;0.73119125;0.29602334
0.48558798;0.72566934;0.5663176;0.29301528
0.36575302;0.83344733;0.4792523;0.25285766
0.35985853;0.78932969;0.60934987;0.28597642
0.36575302;0.77955833;0.68819472;0.35332692
0.473799;0.67666602;0.82797813;0.45289376
0.51517831;0.63254837;0.7885557;0.52526772
0.47969349;0.59825093;0.74913328;0.57655517
0.46195108;0.69625757;0.72761714;0.56148478
0.59793693;0.72566934;0.73476536;0.58861749
0.52702623;0.74032636;0.79570392;0.54036819
0.52702623;0.75503225;0.8100361;0.52526772
0.53292072;0.67666602;0.80646199;0.54638431
0.55066313;0.65213993;0.82436828;0.56148478
0.72207486;0.66684581;0.81364595;0.66102154
0.63342175;0.6913719;0.82079417;0.84258814
0.68664898;0.71584913;0.80646199;0.7911202
0.69843796;0.73544069;0.81364595;0.75150403
0.60383142;0.7452609;0.82797813;0.78203586
0.64526967;0.83344733;0.79927803;0.74247985
0.68664898;0.77955833;0.79570392;0.77598965
0.71028588;0.73544069;0.85306837;0.68213813
0.63342175;0.7452609;0.7885557;0.76690531
0.59793693;0.70114325;0.77779763;0.75755023
0.59793693;0.71584913;0.75270739;0.74548791
0.65116416;0.7746238;0.79212981;0.82441944
0.63342175;0.70607778;0.79927803;0.79415834
0.61567934;0.70114325;0.78137174;0.73643364
0.59204244;0.72566934;0.7562815;0.64595115
0.65116416;0.67666602;0.74913328;0.50718927
0.69254347;0.60318546;0.78494585;0.52225966
0.62157383;0.71096346;0.80288788;0.54337625
0.62752726;0.75014657;0.78494585;0.52526772
0.60978485;0.69625757;0.79212981;0.52830586
0.59204244;0.71584913;0.80646199;0.52830586
0.63931624;0.6374829;0.76703957;0.52830586
0.7694076;0.6374829;0.84588441;0.57655517
0.82263484;0.73544069;0.7885557;0.57956323
0.66295314;0.7452609;0.81364595;0.5946637
0.67480106;0.77955833;0.79212981;0.60067982
0.64526967;0.68155169;0.82079417;0.64895921
0.66890657;0.61295681;0.81364595;0.6700758
0.78715001;0.84321868;0.84588441;0.62483456
0.62752726;0.85303889;0.84588441;0.60067982
0.68664898;0.78444401;0.86382644;0.66102154
0.70439139;0.88733633;0.87097466;0.63990495
0.69254347;0.76485245;0.8423103;0.62784262
0.67480106;0.78444401;0.85306837;0.60672603
0.72207486;0.81385577;0.82436828;0.58260137
0.68664898;0.75503225;0.81364595;0.59767176
0.66295314;0.72073481;0.78494585;0.58560943
0.60978485;0.82362713;0.7562815;0.52830586
0.59204244;0.72566934;0.79212981;0.4920888
0.53881521;0.70607778;0.7562815;0.47701841
0.59793693;0.68155169;0.72043318;0.48002647
0.52702623;0.68155169;0.72404303;0.47701841
0.47969349;0.72566934;0.72404303;0.46495608
0.4974359;0.73544069;0.74194932;0.44985561
0.4974359;0.71584913;0.7025269;0.44383949
0.39693487;0.70114325;0.55198542;0.42873902
0.34217507;0.69625757;0.48640051;0.35636506
0.33038609;0.66196013;0.43990135;0.24383347
0.27727675;0.6913719;0.38267987;0.19868247
0.11211317;0.47425249;0.30040387;0.20169053
0.12390215;0.34712722;0.27538511;0.2257851
0.05310934;0.24931601;0.28253333;0.21673084
0.05900383;0.25420168;0.27538511;0.19868247
0.04721485;0.20045925;0.25751456;0.15954759
0.03542588;0.26402189;0.2467565;0.18965828
0.11211317;0.13689662;0.2467565;0.1745879
0.04132037;0.10753371;0.25751456;0.15653953
0.09442971;0.08799101;0.25033061;0.1745879
0.06489832;0.15643932;0.2467565;0.1505234
0.06489832;0.12712527;0.23246006;0.16857177
0.06489832;0.09776236;0.22888595;0.18364216
0.03542588;0.09287669;0.21816362;0.15353146
0.04132037;0.12223959;0.25390471;0.16556371
0.04132037;0.10753371;0.23960828;0.1505234
0.05310934;0.09776236;0.23246006;0.15954759
0.01774241;0.05867696;0.24318239;0.1745879
0.03542588;0.161325;0.22531184;0.14751534
0.06489832;0.11241939;0.23603417;0.16255565
0.04132037;0.08799101;0.22531184;0.16556371
0.0766873;0.08799101;0.25033061;0.1505234
0.01184792;0.13201094;0.22173773;0.15353146
0.08853522;0.09287669;0.23603417;0.15353146
0.04721485;0.08799101;0.25033061;0.14751534
0.04132037;0.07821966;0.37195754;0.1806341
0.27727675;0.13689662;0.34690303;0.15653953
0.25959328;0.08799101;0.34332893;0.18364216
0.30680813;0.10264804;0.3969763;0.1806341
0.58614795;0.13201094;0.51502913;0.19567441
0.35985853;0.23465898;0.56274349;0.25586572
0.38508694;0.2102306;0.52217735;0.25586572
0.39693487;0.17598202;0.50784517;0.38349777
0.4501621;0.44000391;0.54004789;0.37748165
0.47969349;0.61784249;0.55555953;0.34126459
0.43831418;0.6374829;0.53647378;0.31112381
0.36575302;0.64725425;0.50427106;0.29301528
0.31270262;0.75503225;0.55198542;0.38048971
0.34217507;0.75014657;0.73119125;0.44985561
0.43241969;0.65213993;0.72043318;0.54036819
0.46195108;0.65213993;0.74552343;0.57053904
0.43831418;0.62277702;0.78494585;0.60371796
0.43831418;0.68643737;0.79570392;0.61277223
0.45605659;0.76485245;0.78137174;0.62179641
0.473799;0.68643737;0.78494585;0.61277223
0.50928382;0.6374829;0.80288788;0.58861749
0.53881521;0.61784249;0.78137174;0.57354711
0.5210728;0.73544069;0.83512634;0.57354711
0.58019452;0.66196013;0.78494585;0.66102154
0.59204244;0.63254837;0.75985561;0.62784262
0.65705865;0.66196013;0.76703957;0.63085068
0.5447097;0.61295681;0.75985561;0.64595115
0.53881521;0.67666602;0.74194932;0.62784262
0.56245211;0.69625757;0.74194932;0.60672603
0.58614795;0.68643737;0.80288788;0.58861749
0.59793693;0.62766269;0.78137174;0.59165564
0.53881521;0.67666602;0.77422352;0.60672603
0.60978485;0.63254837;0.75985561;0.57655517
0.63931624;0.65213993;0.73119125;0.56449284
0.60383142;0.70114325;0.75270739;0.57354711
0.58614795;0.65707446;0.76346546;0.57354711
0.59204244;0.56888802;0.79927803;0.58260137
0.59204244;0.55418214;0.74552343;0.5946637
0.58614795;0.81874145;0.75270739;0.60973409
0.64526967;0.70607778;0.75985561;0.56148478
0.57430003;0.48402384;0.7885557;0.58260137
0.57430003;0.64725425;0.74913328;0.60672603
0.62157383;0.62766269;0.77061367;0.56449284
0.62157383;0.53459058;0.79212981;0.59767176
0.62752726;0.6913719;0.77422352;0.62483456
0.61567934;0.69625757;0.74194932;0.65497533
0.60978485;0.52965605;0.77422352;0.60973409
0.64526967;0.65213993;0.7885557;0.63990495
0.68664898;0.75503225;0.81722006;0.67308386
0.59793693;0.73544069;0.79927803;0.65801348
0.66295314;0.65707446;0.7885557;0.68514619
0.62752726;0.75014657;0.79927803;0.67308386
0.64526967;0.82856166;0.80288788;0.69420046
0.63931624;0.75503225;0.79212981;0.71230899
0.61567934;0.77955833;0.81722006;0.69420046
0.64526967;0.75014657;0.83512634;0.70325472
0.60978485;0.76973813;0.84588441;0.68514619
0.66295314;0.75014657;0.85306837;0.63990495
0.62752726;0.7746238;0.80646199;0.6640296
0.5210728;0.7452609;0.82436828;0.65497533
0.56840554;0.69625757;0.81364595;0.6640296
0.58019452;0.73055501;0.80646199;0.65196727
0.57430003;0.67666602;0.7885557;0.6640296
0.55655762;0.65213993;0.82079417;0.64595115
0.58019452;0.68643737;0.77422352;0.63990495
0.56840554;0.75014657;0.76703957;0.64895921
0.5447097;0.71096346;0.72761714;0.60067982
0.45605659;0.71096346;0.74913328;0.48908074
0.40878279;0.71096346;0.63083027;0.48908074
0.31859711;0.75014657;0.4792523;0.41366863
0.34217507;0.71584913;0.37910576;0.3322404
0.31270262;0.72073481;0.35047714;0.28296836
0.15932803;0.46936682;0.28610744;0.29301528
0.04132037;0.3715556;0.25751456;0.27093611
0.08853522;0.29822161;0.26823689;0.24082541
0.06489832;0.26890756;0.271811;0.19266635
0.04132037;0.24931601;0.23960828;0.15353146
0.06489832;0.25913621;0.22531184;0.15353146
0.08264073;0.161325;0.26466278;0.16857177
0.11800766;0.11241939;0.25751456;0.15954759
0.0766873;0.11241939;0.25033061;0.16857177
0.0766873;0.15643932;0.22888595;0.13849116
0.11800766;0.13201094;0.26466278;0.14450728
0.00589449;0.10264804;0.2467565;0.15353146
0.07079281;0.09776236;0.21458951;0.14149922
0.06489832;0.12712527;0.23603417;0.16857177
0.04132037;0.11241939;0.24318239;0.14751534
0.0236369;0.07333398;0.22531184;0.12342077
0.03542588;0.07333398;0.23960828;0.1505234
0;0.15155364;0.22531184;0.12943689
0.05310934;0.10753371;0.23246006;0.12943689
0.04132037;0.09776236;0.22888595;0.14751534
0.05310934;0.07821966;0.25390471;0.20770665
0.04721485;0.14178229;0.23603417;0.19567441
0.04721485;0.10264804;0.22173773;0.16556371
0.04132037;0.09776236;0.28968155;0.20469859
0.03542588;0.09287669;0.41488259;0.20169053
0.05310934;0.14666797;0.46138175;0.18665022
0.0236369;0.10753371;0.44704957;0.23480929
0.01774241;0.11241939;0.38267987;0.19868247
0.17701149;0.10264804;0.38625398;0.21673084
0.21237843;0.09776236;0.53647378;0.25285766
0.33628058;0.09287669;0.53289967;0.28597642
0.44420866;0.2102306;0.59140784;0.46796414
0.61567934;0.6374829;0.5663176;0.37748165
0.473799;0.86281024;0.5448372;0.38048971
0.39693487;0.73544069;0.54004789;0.44684755
0.40282935;0.6374829;0.49354873;0.34126459
0.37164751;0.72073481;0.61292398;0.37444351
0.30680813;0.72566934;0.66310447;0.37444351
0.43831418;0.61295681;0.74913328;0.58861749
0.4501621;0.56395349;0.80646199;0.60973409
0.46790451;0.67178034;0.79570392;0.65497533
0.43831418;0.81874145;0.74194932;0.64895921
0.45605659;0.67178034;0.77779763;0.60672603
0.46195108;0.67666602;0.79570392;0.63990495
0.52702623;0.6374829;0.79570392;0.5946637
0.52702623;0.66196013;0.80646199;0.61578029
0.473799;0.64725425;0.95342936;0.62483456
0.473799;0.71096346;0.82797813;0.62784262
0.5447097;0.69625757;0.79570392;0.6700758
0.53881521;0.64725425;0.78137174;0.66102154
0.53292072;0.64236858;0.84588441;0.61878835
0.62157383;0.77955833;0.7885557;0.63990495
0.61567934;0.64725425;0.77779763;0.58861749
0.62752726;0.62766269;0.74194932;0.63085068
0.61567934;0.62277702;0.77779763;0.57053904
